IMSI,score
7e88717af518f004ae4a6594a172dcb5,0.483067641656
9a3562359cc85635a429f3617d13278e,0.382097283999
adeef36fe4dbca34397290ce02e213dc,0.533731341362
62da0e1199fdcd24c2192cbc2f42b4e7,0.49474443992
1c260acb495db71865e7965ce73bc1ec,0.496740629276
cb0bb47234d0834f10670ff41f28d257,0.438515037298
61899d436f753fce1ab6c1b8a50e3939,0.526630580425
d634befa3e0473e3f88e14cfe4b7e9eb,0.512589216232
c4ec207aac9765e156c99fa61de5b4cf,0.537436763446
9467203fa6d9e16621f3f827a544f83f,0.366862038771
386ad3655044c0f4ea678db9cd1b900b,0.528645694256
4b26668f7ad9b8786c14f7f3025afc98,0.505692899227
14f1fbd0a915fd78d6ec936eac047bc8,0.407531658808
a87524adfb47cc61dba47af43ef105d0,0.506236612797
62cfd1636bf3ccef37eed4aae03821d5,0.500619322061
e1097d0c9510544f53ade475c9baa2ff,0.468654712041
64ec9b1fc00fd91f5e73ce57405fe91e,0.475382248561
dadacc5bb1a99b0f7483962f209acd30,0.55025122563
3f149d9ebb4f97c2bb057bdeafb483ad,0.403447041909
54d4ddff90ef9687445dae007ae1b1ed,0.506081263224
2e7da308c30b69b2d4012a98f1bd6c1f,0.43061003089
b4bdd1ab1eb1d9d2e041122b5f4532f2,0.488816032807
52731ffb3e8935ca9941072b694cec67,0.383507728577
cd9d214ace0c0fa6dbc960fbb0847590,0.524408976237
05816324101209267979c63fc6201195,0.521052320798
ba2f235a43970839833d14e0961d1d14,0.516239762306
ed81dc0522a3de8167114ef1a1b75f6a,0.491228481134
8e73345ced9b10aca8c56f206ad35d65,0.422426760197
08a24e00855c78b298d54e39d2e03120,0.48472738266
b2bf4c4e3b27f379fd2e618a6b44a856,0.440522640944
38b11571c0d4ecdc1aee2f1d53f9e826,0.366245826085
43745ca7e148cc524f6d2947d296f7d2,0.511621435483
3fd533a489c103f278c9c10e0062701a,0.481963942448
1520f6597335d84eb0b3a5ea343441f1,0.533349752426
8c5e352d1a4b95f77d51f3a6c2aac49a,0.372073024511
56e8abdb5824fe2dfdb009eeb1a01ef3,0.451846907536
4c59936b6c65cc8ef0eaa450635e0c22,0.492292612791
5cadac0fe6e6f00204c084875dfc2200,0.523337801298
90aeca2d48554fee003b1874cfad8198,0.533922831217
329c9b94eed84e06fd3f268d955a6a93,0.437054266532
7251ead27c6f5855a21b256f86289134,0.47068476677
5455981eddfa75e8ad08165a35ffd2ea,0.523550113042
7655e1327d1c7c6aefbec6a52ef69628,0.529686927796
635c42f5d2eb4aa9b4d1499a32d1383c,0.511312782765
947bc228a90fb6bccf59baa31d8321dc,0.442738423745
f4e657e9759a37a66df69440697e6907,0.414645701647
ddef37a1131d75304d4f2295ff38b5ca,0.540331701438
684fa70819fefd0d521f16cdecd3106b,0.375419914722
5191efc91cb97c830e0d4cd836fbd794,0.378452857335
1384cef73a8ae7f080c4a8b3be3f1477,0.515401184559
8b2100ac5d4db00edb4feba010deea67,0.422047754129
5b23dfd876729e1066229c7d1db08813,0.355608026187
f28e5ee1851b5716af5b2d5980acb505,0.510286549727
86ec3969ec2afee2503ac68bf7212b50,0.386180410782
dfb5e9419fb9e9764d1caa0fe521d6a9,0.552075386047
b3a2bdd3245fe289055b5a5be753a960,0.445523818334
ba042e67d815e3ecc5ca809258cecb36,0.420721580585
bb09d6d134d6693c41189abb332cd6fe,0.499694347382
d64ab6840865b9a8471467dfae169fc4,0.511193195979
e975c0702c93ec2a626035aa3d0a3079,0.524482011795
6623999df6a2a957f14685c2df6f4532,0.506915589174
283bcb98c8c3670be94b524a6516f982,0.396537790696
b8b89ecf691d45b06358e98782819b35,0.423175404469
2a46cb1102ffba2c40d3400a7a921cd4,0.536512593428
d2c63f8160c695929861aec61a65180c,0.490123112996
0b427d091b922741c452c9cdf702ee34,0.502810796102
0efcff283e1aa8c2e5cb256ce6cd4aa1,0.426721543074
f90bfe58316255592cff9670810264b7,0.502030531565
53eb773ebc31d4d64167fb9adc9b4c07,0.443049361308
7ab93194e68aaec928b0b40d55b9aba5,0.367966979742
54714c41727e5a7f4da13a40f78cf990,0.498600612084
b81cde9473418757dcd1d106bf906d31,0.537202775478
3db0942124bfde11d8db6920a0d36497,0.404818971952
443fdeb081aecb8986342f6749844864,0.530160665512
bf39dd0cf12b94c24628b9ba7d639b5d,0.439609110355
f9fe451dce930aee4f7f8506e5ce4668,0.505800068379
94f68e4040927c799e4a0faf970fd96a,0.462316711744
70f52ba68d18c757a1c52def9a24f2f3,0.462017138799
0442748b7c2e63232491225f05468f02,0.462650239468
2a658fdd12e995bf652375d19ba83013,0.37157245477
60a0f20577a7b724af13f48ae2b984bf,0.456666002671
a9d01df0d63f75839a1a62ba292907ed,0.50285672148
bd5ebf2a8867424930e1100f1d1c9782,0.50910170873
6e3698f524579881f8616ba91e7a509c,0.367971748114
081ac0e654d8a134787ae69d6d8f7bfb,0.523299296697
e995ff993b2dcb0816db78cc69cad3e5,0.436048100392
9351333bd97976052cd67479af6d3491,0.457627574603
ea33b6ff626446fcf63e1d11886c2cd3,0.447046846151
7d3d1a9f110fce06d1b1f9536675b07c,0.511897643407
b96ccaa65f7c02276665d0909555a4e5,0.482783983151
491906d62d6abcacaf007cd37e09fa54,0.495121210814
686dbc9b49578b4ecc5a04e7201ef2ea,0.499388118585
7c8e2c4aede91399163e17c251e281f4,0.555856208007
e3cf90c9bf94922cd6b8669aed9b6103,0.504763305187
130fd4a813e60cc9f43af41b128295fc,0.50666030248
56fa568d94ba5f305350f078a70f5a60,0.400768846273
49002d921fc1b98056c33288421be745,0.520342648029
f8adb614272a515096637f2ac2a664a7,0.487286229928
cd1582a57698402c601ee28fdd967ea3,0.515733361244
dbf3e65d28b6deba9cbde6e062e08679,0.377015988032
76f30c00b424961be56d74636ab29fa8,0.509387731552
cb5346d7eba89d9a44782b9b0aa98cdc,0.484998583794
8cb1dfdb09439898e12d59be913d2c74,0.511178692182
c205a1c26e11bb86543467ff5231f784,0.413305332263
ebf35493f27b94049922cfb0b04fe6a7,0.544458210468
c133b3891c7bc093b39bdfe13ed529ed,0.533818284671
c54609d22b0ab1a86dc2d0e5a4e3278b,0.41981112957
5a4a5b0267782da2ea8a6d78f9d585fc,0.453512231509
d64f9f9bcbfabafe4023ab6ae7834bbb,0.518842816353
ea403522d34fe80f6977fcc5794cc0a5,0.519290864468
0d7b5a74a89aef9ccf2ac8dc3b1ba6c1,0.503603994847
69fc4a27d90940a8cdbe248a6e024558,0.385861655076
48f38210db850dd88d4ffa32ca17250c,0.481475512187
8f592bba3d6b8684aec2bc11ef01d754,0.500823279222
98c7fa32161e6ea045013d711934b67d,0.491245150566
5f29a6e1a38d7de39fecf48086e1f950,0.535861770312
c50da6bf205452eb95ddbc32fd38b62f,0.40078958869
6d5ffaf159d0669995b5682881431f7b,0.530898928642
091f694e9ef58c39c911a2332ae947bc,0.526116768519
1e96ed0bf6e9e9ae6c74599e8c19ac44,0.424791981776
712266da3d983054c854f58d5389eb39,0.500747193893
7bb681b896ebef7979b0525aa0f8134b,0.508464376131
6d47684172d6488a3e75a3befefc6c2f,0.510597666105
5b040649fc6057815faf7e581c03c051,0.508478701115
a2fc80ae1b02f3985e24187bb68e9542,0.533646722635
303dd4fe75645700d8c350978931d1e1,0.504525164763
54de60af33ce0d16a556c2833b8018f6,0.550076882044
8d2b88d18c22b6950dccf15bbedf13d2,0.422223915656
ef2a90e39ab7c2f5a629dcb371282222,0.459572126468
ffbf60808544a3e0b27252d880a9677a,0.380819350481
0bc6b903f0318c93871d969da1cd79a0,0.452035367489
cbbe0a6dc4eccb005d507f61a867614f,0.421991537014
fef16521ed805e1b953b6dccc4786c3d,0.524347345034
e4a549f3a85d7caafe51992e96fb7ebf,0.392488211393
0a6725a58b9b2f10fd6cbf7e2d0da97f,0.505189657211
b0d4144223cc526db65d34a3f576b999,0.503678361575
4c85eb7487a3b386ae0f872c2fd7f39b,0.418183743954
5300f549307de37af2c7c7ac6c8eab9f,0.428459107876
f896a0f8b5a746b4be077f140a1a922e,0.495006044706
75ed5636b10d20dd74cc4b0503ef85cf,0.511204461257
